,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
18054,-121.99,37.25,25,-0.4139964916,212,604,200,10.7582,1,8.715,0.1216293746,3.02,500001
18065,-122.03,37.25,34,0.1135301173,413,903,365,7.8711,1,7.9232876712,0.1428077455,2.4739726027,500001
18069,-122.02,37.29,18,-0.0434882467,312,999,320,8.7939,1,7.96875,0.1223529412,3.121875,500001
18070,-122.02,37.29,25,0.5510695936,492,1461,475,10.3979,1,8.0947368421,0.1279583875,3.0757894737,500001
18075,-122,37.28,32,0.0630271347,495,1092,455,5.4103,1,6.1142857143,0.1779295471,2.4,335900
18079,-122.01,37.27,28,0.5418872331,473,1415,480,10.675,1,7.96875,0.1236601307,2.9479166667,500001
18090,-122.06,37.33,23,0.8550057251,751,2167,722,7.0102,1,6.2423822715,0.1666296872,3.0013850416,500001
18097,-122.04,37.33,26,0.0207882766,401,1264,429,7.7643,1,6.2703962704,0.149070632,2.9463869464,474700
18108,-122.01,37.31,23,1.9288827819,1078,2951,1063,6.3702,1,6.4402634055,0.1574642127,2.7761053622,332000
18109,-122,37.31,28,0.5354595808,585,1795,581,7.8383,1,6.5593803787,0.1535030176,3.0895008606,372700
18110,-122,37.3,29,0.3600764959,524,1518,520,7.218,1,6.5942307692,0.1528142316,2.9192307692,400700
18117,-122.02,37.3,32,-0.2344813444,328,903,322,6.359,1,6.6273291925,0.1537019681,2.8043478261,341900
18118,-122.02,37.32,27,0.7764965431,754,2009,734,6.3923,1,5.9073569482,0.1738929889,2.7370572207,348300
18130,-122.02,37.35,26,0.0644044888,418,1221,422,8.1078,1,6.5995260664,0.1500897666,2.8933649289,365700
18133,-122.02,37.34,28,-0.0719535642,396,1190,410,5.7881,1,6.0682926829,0.1591639871,2.9024390244,344700
18136,-122.01,37.35,33,-0.0586391415,496,1158,443,5.0785,1,5.6817155756,0.1970599921,2.6139954853,289500
18137,-122,37.35,20,0.7618047664,851,2059,835,5.1674,1,5.154491018,0.1977230483,2.4658682635,333000
18141,-122.05,37.35,34,-0.069198856,375,1399,382,7.3753,1,6.5287958115,0.1503608661,3.6623036649,388100
18145,-122.04,37.35,28,0.2778943697,485,1328,473,7.4729,1,6.8710359408,0.1492307692,2.8076109937,431600
18148,-122.04,37.35,28,-0.4879144934,264,696,270,5.678,1,5.8592592593,0.1668773704,2.5777777778,370100
18149,-122.04,37.34,25,-0.2987578677,287,704,283,7.7799,1,7.0459363958,0.1439317954,2.4876325088,447300
18150,-122.03,37.34,17,-0.6793667091,278,598,287,4.0129,1,4.0592334495,0.2386266094,2.0836236934,342400
18157,-122.06,37.36,35,0.0221656306,493,1343,455,6.0777,1,5.9186813187,0.1830672113,2.9516483516,327500
18158,-122.06,37.37,32,-0.0618529676,578,1160,581,4.9087,1,4.3201376936,0.2302788845,1.9965576592,322700
18169,-122.03,37.37,16,0.3476803092,1193,1479,1043,3.5861,1,3.2617449664,0.3506760729,1.4180249281,500001
18171,-122.02,37.36,25,-0.2620284259,387,1273,383,4.7609,1,5.4151436031,0.1865959499,3.3237597911,378000
18173,-122.02,37.36,24,-0.4296065044,437,892,408,4.9671,1,4.1887254902,0.2557050907,2.1862745098,335200
18175,-122.01,37.36,21,-0.0742491543,396,1194,424,7.1273,1,5.8561320755,0.1594844946,2.8160377358,346300
18176,-122.01,37.35,16,0.4918433686,916,1551,759,4.5,1,4.8959156785,0.2465016146,2.0434782609,323600
18177,-122,37.36,19,-0.187192188,433,1158,426,6.7718,1,5.2511737089,0.1935628073,2.7183098592,368300
18181,-122.03,37.37,9,0.147504851,770,1430,740,3.0047,1,4.0081081081,0.2596089009,1.9324324324,256000
18185,-122.04,37.37,33,0.0515491841,489,1201,481,5.0453,1,5.7318087318,0.1773667029,2.4968814969,311600
18203,-122.04,37.39,5,2.8007479083,2211,3959,2019,4.7685,1,4.3313521545,0.2528301887,1.9608717187,280100
18204,-122.05,37.38,23,0.2549384685,907,2029,866,3.5649,1,3.6951501155,0.2834375,2.3429561201,450000
18211,-122.06,37.39,26,-1.205975082,4,8,4,3.75,4,4.5,0.2222222222,2,375000
18213,-122.06,37.38,20,0.3472211912,768,1497,747,4.2188,4,4.5528781794,0.2258159365,2.0040160643,500001
18221,-122.07,37.4,15,0.1355677824,910,943,711,4.359,4,4.135021097,0.3095238095,1.3263009845,192200
18222,-122.08,37.4,19,0.4225165471,858,1639,744,4.1544,4,4.7916666667,0.2406732118,2.2029569892,277000
18224,-122.08,37.41,20,-0.343751434,456,1069,436,4.6875,4,4.3486238532,0.2405063291,2.4518348624,288900
18237,-122.1,37.4,19,-0.716096151,288,1009,305,3.9091,4,3.5573770492,0.265437788,3.3081967213,276000
18239,-122.11,37.4,15,-1.0971641104,63,138,74,4.6591,4,3.4459459459,0.2470588235,1.8648648649,175000
18241,-122.08,37.4,52,-0.8625548005,203,448,196,2.5208,4,3.9081632653,0.2650130548,2.2857142857,316700
18247,-122.08,37.39,4,-0.1619406967,435,1050,584,4.8036,4,3.9246575342,435,1.7979452055,340000
18253,-122.1,37.39,36,-0.3602796829,367,794,366,5.0871,4,5.0819672131,0.197311828,2.1693989071,354500
18255,-122.09,37.39,36,-0.7390520522,196,475,205,5.5385,4,5.0487804878,0.1893719807,2.3170731707,359000
18260,-122.08,37.38,36,-0.6637566963,198,485,199,5.0796,4,6.0251256281,0.1651376147,2.4371859296,373400
18267,-122.07,37.37,30,0.1341904284,407,1097,407,7.9813,4,7.2162162162,0.138576779,2.6953316953,473500
18290,-122.11,37.38,22,0.4560321628,719,1329,650,5.0804,4,5.5969230769,0.1976360638,2.0446153846,500001
18294,-122.11,37.39,36,-0.4521032875,261,655,249,6.3967,4,6.6666666667,0.1572289157,2.6305220884,500001
18295,-122.1,37.39,35,-0.0797585706,349,881,342,7.6229,4,7.2251461988,0.141238365,2.5760233918,500001
18297,-122.12,37.39,34,0.420680075,497,1336,501,8.9172,4,7.1077844311,0.1395675372,2.6666666667,500001
18299,-122.12,37.4,32,0.3991015279,473,1583,480,10.3894,4,7.3208333333,0.1346044394,3.2979166667,500001
18302,-122.14,37.41,35,-0.1036327078,426,949,433,6.4588,4,5.5866050808,0.1761058289,2.1916859122,437100
18319,-122.11,37.44,35,-0.2886572712,349,1023,376,5.6413,4,5.3617021277,0.1731150794,2.7207446809,376600
18321,-122.13,37.45,37,-0.1605633427,332,933,332,6.7257,4,6.9126506024,0.1446623094,2.8102409639,500001
18331,-122.14,37.45,48,-0.2620284259,297,700,279,8.7051,4,7.4336917563,0.1432015429,2.5089605735,500001
18338,-122.15,37.44,52,-0.5714739736,217,522,227,4.9861,4,6.1674008811,0.155,2.2995594714,500001
18341,-122.14,37.43,52,-0.3217137689,308,696,293,8.2664,4,6.6348122867,0.158436214,2.3754266212,500001
18343,-122.14,37.43,52,-0.57927898,227,551,249,6.5829,4,5.5542168675,0.1641359364,2.2128514056,500001
18344,-122.15,37.43,47,-0.0205323455,490,1149,465,5.0203,4,5.5913978495,0.1884615385,2.4709677419,476300
18348,-122.16,37.42,34,0.8279177617,610,2571,581,11.0492,5,7.6557659208,0.1371402878,4.4251290878,500001
18362,-122.14,37.36,23,3.97103975,1377,3840,1367,12.1387,4,8.2618873446,0.121923145,2.8090709583,500001
18363,-122.15,37.35,23,0.5368369349,485,1344,464,12.9792,4,8.2198275862,0.1271630834,2.8965517241,500001
18365,-122.12,37.29,11,-1.0140637482,70,212,75,8.6196,1,5.8133333333,0.1605504587,2.8266666667,500001
18368,-122.01,37.18,37,0.5542834198,652,1534,567,5.8596,1,6.7936507937,0.1692627207,2.7054673721,318700
18376,-121.85,37.22,21,1.6336698928,798,2494,800,7.7201,1,7.75375,0.1286474287,3.1175,362700
18381,-121.86,37.21,23,-0.0425700107,305,916,316,9.1974,1,8.0759493671,0.1195141066,2.8987341772,500001
18382,-121.87,37.21,18,-0.7183917411,122,382,121,9.08,1,8.9256198347,0.112962963,3.1570247934,500001
18386,-121.83,37.2,6,0.4817427721,574,1554,527,6.8333,1,7.009487666,0.1553871142,2.9487666034,348000
18389,-121.89,37.23,20,2.3457619471,976,3094,941,8.19,1,8.2401700319,0.1258705184,3.2879914984,361600
18390,-121.88,37.24,14,2.0794734935,950,2782,899,8.3065,1,7.9799777531,0.1324226373,3.0945494994,394200
18395,-121.87,37.27,18,0.420680075,560,1753,553,5.0292,1,6.4394213382,0.1572591969,3.1699819168,269400
18402,-121.83,37.23,22,1.3141237485,841,2785,848,6.0889,1,6.4941037736,0.1527147267,3.2841981132,245200
18406,-121.86,37.25,16,1.9803040005,1300,2965,1217,4.2885,1,5.7173377157,0.1868352975,2.4363188168,262400
18411,-121.81,37.27,22,0.1612783917,695,2169,607,4.3438,1,4.9357495881,0.231975968,3.5733113674,209700
18413,-121.8,37.26,18,0.4528183366,947,2357,757,2.875,1,4.7965653897,0.2608096943,3.1136063408,184400
18414,-121.85,37.27,17,-0.3157452346,261,863,269,7.3339,1,7.2750929368,0.1333673991,3.2081784387,294200
18417,-121.83,37.27,8,0.8306724699,1058,2595,1027,4.5615,1,4.3369036027,0.2375392905,2.5267770204,282600
18420,-121.82,37.26,10,0.1768884045,574,1623,589,5.1356,1,5.1443123939,0.1894389439,2.7555178268,218700
18423,-121.81,37.26,16,-0.3368646637,327,1158,332,5.9359,1,5.7560240964,0.1711145997,3.4879518072,249500
18425,-121.81,37.25,12,-0.2638648979,587,1216,532,4.1926,1,3.8909774436,0.2835748792,2.2857142857,244500
18428,-121.83,37.25,17,-0.1435759758,637,1636,623,3.1932,1,3.7431781701,0.2731560892,2.6260032103,123400
18433,-121.85,37.26,16,-0.1527583363,303,1158,295,7.4323,1,7.8372881356,0.1310553633,3.9254237288,311800
18436,-121.83,37.26,15,0.2746805435,551,1752,551,5.5849,1,5.8856624319,0.1699044095,3.1796733212,257400
18439,-121.85,37.25,20,0.5180130959,624,1965,607,5.4939,1,6.215815486,0.1653856348,3.23723229,241200
18446,-121.81,37.25,25,0.6663082175,623,2128,618,6.2957,1,6.6278317152,0.1520996094,3.4433656958,251800
18452,-121.81,37.23,17,-0.1495445101,324,1076,338,6.4664,1,6.8609467456,0.1397153946,3.1834319527,278300
18453,-121.78,37.24,17,-0.2395316427,341,1067,339,6.0062,1,6.2625368732,0.1606217617,3.1474926254,262700
18459,-121.8,37.23,18,-0.029255588,358,1284,377,6.7385,1,6.8461538462,0.1387059279,3.4058355438,272400
18460,-121.8,37.27,10,0.3013093889,593,2190,575,6.223,1,5.7408695652,0.1796425326,3.8086956522,260700
18462,-121.76,37.26,17,-1.0994597006,52,141,51,4.6458,1,4.9019607843,0.208,2.7647058824,500001
18463,-121.77,37.24,12,3.4852928812,1878,5674,1816,4.747,1,5.6365638767,0.1834701055,3.1244493392,261100
18467,-121.75,37.11,18,0.2397875737,435,1414,482,6.8773,1,6.5705394191,435,2.9336099585,467700
18473,-121.63,37.12,17,-0.3740532236,398,1110,388,2.4821,1,4.7164948454,0.2174863388,2.8608247423,248200
18481,-121.56,37.08,17,1.873329501,1051,3439,1027,6.4313,1,6.5481986368,0.1562825279,3.3485881207,393100
18482,-121.61,37.06,21,1.2291869142,908,3011,895,5.5936,1,5.9463687151,0.1706125517,3.3642458101,386800
18484,-121.62,37.09,37,-0.4828641951,303,1030,287,3.9306,1,5.5505226481,0.1902071563,3.5888501742,260700
18486,-121.57,37,18,2.1102344011,1225,4168,1138,4.5714,2,6.3629173989,0.1691755282,3.6625659051,260300
18488,-121.58,37.01,15,0.1048068749,547,1582,567,5.1519,2,5.0670194004,0.1903933171,2.7901234568,264700
18491,-121.61,37.03,5,1.7833423684,1010,3071,977,5.6754,1,6.6827021494,0.1546944402,3.1432958035,298500
18492,-121.58,37.03,16,0.2182090266,685,2383,681,3.5551,2,4.5814977974,0.2195512821,3.4992657856,198600
18496,-121.57,37.01,44,-0.5494363085,393,1066,357,2.0625,2,4.056022409,0.2714088398,2.9859943978,170300
18500,-121.74,37.35,34,-1.0122272761,90,217,93,5.2327,1,4.7311827957,0.2045454545,2.3333333333,500001
18501,-121.55,37.37,39,-0.8657686266,141,252,106,3.6964,2,7.1603773585,0.185770751,2.3773584906,262500
18504,-122.03,37.18,10,-1.1169061854,38,78,21,6.0622,1,10.0952380952,0.179245283,3.7142857143,390000
18506,-121.98,37.14,37,-1.1802644727,19,63,17,9.5908,1,4.3529411765,0.2567567568,3.7058823529,350000
18507,-122,37,16,-1.1995474297,4,36,5,2.625,5,6.4,0.125,7.2,137500
18510,-121.99,36.99,29,0.2177499086,507,1476,487,5.8123,5,6.4045174538,0.1625521,3.0308008214,281500
18512,-122,36.98,43,-0.4631221201,324,792,325,3.5562,5,5.0338461538,0.1980440098,2.4369230769,239200
18515,-122.02,36.99,30,-0.2243807479,487,1023,458,2.7875,5,4.7074235808,0.2258812616,2.2336244541,245000
18520,-122.04,36.97,30,0.0230838667,424,1098,420,5.3972,5,6.4166666667,0.1573283859,2.6142857143,362300
18522,-122.05,36.97,20,-0.0995006456,473,1145,454,3.6797,5,5.3480176211,0.1948105437,2.5220264317,263800
18530,-122.03,36.98,37,0.0790962655,716,1341,662,2.1553,5,4.2552870091,0.254171104,2.0256797583,255400
18537,-122.01,36.97,35,-0.4773547788,392,743,382,2.5368,5,4.2015706806,0.2442367601,1.945026178,240000
18541,-122,36.93,51,-0.4723044806,374,608,302,3.1932,5,5.3509933775,0.2314356436,2.0132450331,400000
18542,-122.01,36.95,52,-0.6554925719,325,508,237,2.0547,5,5.135021097,0.2670501233,2.1434599156,326700
18545,-122.03,36.97,52,-1.029214643,72,200,73,1.6923,5,5.5205479452,0.1786600496,2.7397260274,262500
18546,-122.04,36.97,40,-0.6665114045,227,570,204,4.4659,5,5.8480392157,0.1902766136,2.7941176471,237500
18557,-122.04,36.95,36,-0.3593614468,364,1080,364,4.4567,5,5.1153846154,0.1954887218,2.967032967,263800
18558,-122.01,36.91,19,-0.8969886522,191,324,167,3.1312,5,4.1377245509,0.2764109986,1.9401197605,388500
18560,-122.06,36.96,52,-1.1843965349,17,24,10,4.5,5,6.5,0.2615384615,2.4,258300
18561,-122.05,36.87,18,-0.1894877782,440,1091,458,3.8269,5,4.8733624454,0.1971326165,2.3820960699,276000
18564,-121.75,36.91,32,-0.5434677742,422,1494,416,2.8056,1,3.5120192308,0.288843258,3.5913461538,173200
18568,-121.75,36.93,24,0.6341699558,881,2264,863,3.1327,1,4.6651216686,0.2188276205,2.6234067207,218100
18585,-121.78,36.93,21,0.068536551,662,2236,565,2.4053,1,4.9451327434,0.2369362921,3.9575221239,178400
18587,-121.79,36.95,34,-0.22621722,430,1516,386,3.7863,1,5.5751295337,0.1998141264,3.9274611399,192200
18590,-122.14,37.08,18,-0.1031735897,439,1278,416,5.2101,5,5.8173076923,0.1814049587,3.0721153846,334000
18592,-122.13,36.97,27,-0.7592532452,194,543,155,4.7188,5,6.3935483871,0.1957618567,3.5032258065,350000
18598,-122.08,37.08,35,-0.5067383323,297,791,277,4.425,5,5.5631768953,0.1927319922,2.8555956679,204800
18606,-122.11,37.14,29,0.2553975865,640,1722,570,4.4597,5,5.6157894737,0.1999375195,3.0210526316,204100
18608,-122.09,37.21,15,-0.3102358183,332,822,324,7.8774,1,6.0771604938,0.1686135094,2.537037037,394900
18609,-122,37.12,17,0.8118486309,672,1674,608,6.9772,1,7.2582236842,0.1522773623,2.7532894737,383300
18611,-122.02,37.11,36,-0.26570137,401,942,344,5.2417,5,6.0058139535,0.1940948693,2.738372093,196400
18619,-122.03,37.03,21,0.9206596025,733,2014,704,5.6233,5,6.6051136364,0.1576344086,2.8607954545,322000
18624,-122.03,37.05,12,-0.2914119793,422,784,407,3.9728,5,4.9385749386,0.2099502488,1.9262899263,190900
18643,-121.99,36.98,25,-0.2441228229,422,1365,439,4.6484,5,4.8132118451,0.1997160435,3.1093394077,234600
18645,-121.98,36.97,21,0.323347054,737,1952,718,3.7273,5,4.6643454039,0.2200656913,2.7186629526,251900
18652,-121.97,36.97,24,0.4684283494,870,1954,833,2.8036,5,4.399759904,0.2373806276,2.3457382953,228500
18660,-121.94,36.98,21,0.401856236,831,1486,753,3.0905,5,4.6746347942,0.2360795455,1.973439575,264300
18664,-121.94,37,32,-0.1995883747,426,1082,396,4.1587,5,5.5808080808,0.192760181,2.7323232323,315200
18669,-121.91,36.99,23,1.3912555765,964,2197,880,4.8693,5,6.4488636364,0.1698678414,2.4965909091,322300
18674,-121.88,36.96,18,1.0400302885,817,1971,773,5.8325,5,6.3518758085,0.166395112,2.5498059508,308800
18677,-121.9,36.93,22,2.1285991221,1233,1849,832,5.3276,5,8.7512019231,0.1693448702,2.2223557692,335500
18683,-121.79,37,28,0.0322662272,451,1154,386,4.8021,1,7.0336787565,0.1661141805,2.9896373057,290400
18691,-121.75,36.95,27,-0.4888327294,303,1066,306,4.7071,1,5.1633986928,0.1917721519,3.4836601307,202700
18696,-122.39,40.58,44,-0.4681724184,392,944,347,1.5972,2,4.6829971182,0.2412307692,2.7204610951,68900
18702,-122.35,40.57,22,-0.9438186906,97,338,107,3.2639,2,5.5046728972,0.1646859083,3.1588785047,87500
18706,-122.38,40.54,36,-0.6559516899,240,647,228,2.6944,2,5.3333333333,0.1973684211,2.8377192982,75300
18708,-122.4,40.58,40,0.5740254948,929,1782,910,1.3329,2,4.2802197802,0.2385109114,1.9582417582,78200
18710,-122.4,40.58,43,-0.5462224823,300,747,279,2.7857,2,5.2150537634,0.206185567,2.6774193548,104200
18718,-122.42,40.6,5,-0.0141046932,433,1275,411,3.4464,2,6.3600973236,0.1656465187,3.102189781,122900
18727,-122.3,40.58,19,-0.735379108,204,505,183,1.6033,2,5.6994535519,0.1955896453,2.7595628415,98800
18733,-122.41,40.53,28,-0.696813194,245,538,208,2.037,2,5.4182692308,0.2173913043,2.5865384615,72000
18741,-122.36,40.57,31,-1.0163593383,90,231,78,2.184,2,5.5256410256,0.2088167053,2.9615384615,77300
18743,-122.34,40.57,26,-0.2101480892,472,1339,463,2.0395,2,4.7235421166,0.215820759,2.8920086393,67900
18750,-122.28,40.5,21,-0.1100603601,476,1197,412,2.6488,2,5.8373786408,0.1979209979,2.9053398058,83100
18753,-122.42,40.63,23,-0.1821418898,489,1132,444,1.6429,2,5.0630630631,0.2175266904,2.5495495495,80400
18755,-122.36,40.69,32,0.4436359761,772,2060,759,1.7427,2,4.7575757576,0.2137911936,2.7140974967,60600
18756,-122.35,40.68,36,-0.3777261677,449,930,399,1.3801,2,4.5664160401,0.2464324918,2.3308270677,56600
18766,-122.27,40.53,17,-0.1789280636,416,1171,411,2.875,2,5.4866180049,0.1844789357,2.8491484185,129800
18767,-122.26,40.58,14,-0.048538545,466,1271,438,3.9762,2,5.796803653,0.1835368255,2.901826484,138500
18772,-122.29,40.44,30,-0.6311593167,365,840,324,1.3904,2,3.9197530864,0.2874015748,2.5925925926,48100
18775,-122.31,40.47,26,0.0359391713,551,1326,547,2.3594,2,4.9780621572,0.2023503489,2.4241316271,66000
18778,-122.24,40.45,27,-0.3859902922,321,782,300,3.5978,2,6.0133333333,0.1779379157,2.6066666667,80600
18822,-120.92,39.56,48,-0.6284046085,292,358,145,1.875,2,8.8,0.2288401254,2.4689655172,66600
18826,-122.33,41.86,19,0.4381265599,695,1572,601,2.234,2,5.9883527454,0.193109197,2.615640599,58600
18832,-123.41,41.6,23,-0.4548579957,369,669,273,1.965,2,6.0586080586,0.223095526,2.4505494505,65400
18834,-122.56,41.69,21,-0.2914119793,360,947,306,2.4107,2,6.568627451,0.1791044776,3.0947712418,70100
18836,-122.64,41.74,33,-0.0003311525,459,1113,483,3.3095,2,5.4741200828,0.1736006051,2.3043478261,81300
18838,-122.64,41.73,50,-0.5140842207,308,661,285,2.2206,2,5.350877193,0.2019672131,2.3192982456,63200
18843,-122.93,41.48,20,0.754458878,789,1800,660,2.723,2,6.496969697,0.1840018657,2.7272727273,79600
18851,-122.32,41.31,45,-0.5746877998,294,521,249,1.1915,2,5.59437751,0.2110552764,2.0923694779,71900
18857,-122.27,41.23,40,-0.3152861166,386,725,331,2.1898,2,5.915407855,0.1971399387,2.1903323263,65500
18860,-122.09,41.32,52,0.6309561297,824,1728,706,2.2462,2,5.6926345609,0.2050261259,2.447592068,62900
18862,-122.19,38.13,5,2.3916737495,1446,4361,1395,4.9504,4,5.6301075269,0.1841100076,3.1261648746,214800
18863,-122.21,38.11,31,0.0556812464,604,1441,552,3.1768,4,5.0108695652,0.2183658713,2.6105072464,131000
18880,-122.26,38.1,24,-0.657329044,395,699,386,1.3007,4,3.1424870466,0.3256389118,1.810880829,94600
18891,-122.23,38.12,49,0.0322662272,435,1006,429,4.2308,4,6.3286713287,0.1602209945,2.344988345,145800
18893,-122.24,38.11,52,-0.245041059,310,772,323,4.775,4,6.5356037152,0.1468498342,2.3900928793,148200
18896,-122.24,38.12,39,0.1479639691,500,1243,523,4.2902,4,5.673040153,0.168520391,2.3766730402,152400
18903,-122.26,38.11,52,-0.0329285322,639,1238,529,2.6708,4,4.8638941399,0.2483482316,2.3402646503,109700
18904,-122.26,38.12,28,0.2099449022,734,1623,639,3.1025,4,4.8544600939,0.2366215345,2.5399061033,103700
18907,-122.26,38.15,26,0.4840383622,671,2388,699,4.0515,4,5.2918454936,0.1814003785,3.4163090129,121900
18908,-122.26,38.14,34,-0.7721085499,159,392,176,4.0156,4,5.4715909091,0.1651090343,2.2272727273,134700
18910,-122.32,38.12,12,1.2567339956,928,3928,921,5.3785,4,5.8436482085,0.1724266072,4.2649294245,150600
18912,-122.24,38.14,15,2.6786225141,1759,5008,1646,3.724,4,5.1512758202,0.2074537092,3.042527339,131600
18915,-122.22,38.15,7,1.1405771357,435,2824,738,5.5138,4,6.9498644986,435,3.8265582656,171100
18916,-122.23,38.15,33,-0.6389643231,238,753,236,1.756,4,5.3093220339,0.1899441341,3.1906779661,86400
18927,-122.17,38.08,7,7.2298594802,2782,8276,2742,6.4232,4,6.7075127644,0.151261418,3.0182348651,229200
18928,-122.2,38.1,5,3.1781429236,1729,4620,1580,4.4821,4,6.0550632911,0.1807254103,2.9240506329,210000
18937,-122.14,38.16,4,0.2884540842,495,1497,454,5.3345,4,7.2092511013,0.1512373969,3.2973568282,176100
18939,-122.07,38.26,15,-0.6756937649,146,450,154,6.0487,2,7.6168831169,0.1244671782,2.9220779221,197700
18946,-122.03,38.28,15,1.1336903653,833,2418,778,4.4882,2,6.5732647815,0.1628861948,3.1079691517,144000
18951,-122.05,38.26,32,-0.7229829214,199,631,195,2.6827,2,5.4871794872,0.1859813084,3.2358974359,98900
18960,-122.04,38.25,37,-0.6743164109,291,648,271,2.7167,2,4.3394833948,0.2474489796,2.3911439114,92200
18969,-122.02,38.27,20,-0.187192188,464,1169,425,3.2115,2,5.2635294118,0.2074206527,2.7505882353,99100
18970,-122.02,38.26,20,0.5758619669,763,2198,779,3.2061,2,5.0051347882,0.1956912029,2.8215661104,120400
18972,-122.02,38.26,8,0.1144483533,602,1566,572,3.6335,2,5.0594405594,0.208016586,2.7377622378,131600
18978,-122.01,38.25,11,1.7929838469,1149,3570,1123,3.8583,2,5.8325912734,0.1754198473,3.178984862,137900
18979,-122.01,38.25,16,-0.7179326231,181,792,184,4.6779,2,5.875,0.1674375578,4.3043478261,131300
18981,-122,38.25,7,4.1886616931,1893,6657,1874,4.9222,2,6.2796157951,0.1608599592,3.5522945571,142900
18982,-121.98,38.25,4,-0.0724126822,440,1545,452,4.9103,2,5.5022123894,0.1769199839,3.4181415929,140400
18985,-121.99,38.26,18,-0.7913915068,126,368,120,6.0842,2,7.675,0.1368078176,3.0666666667,261100
18994,-122.07,38.41,17,0.1874481191,595,1434,557,3.4741,2,5.4811490126,0.1948902719,2.5745062837,245800
18995,-121.95,38.43,19,0.1681651621,551,1665,535,5.1534,2,5.6280373832,0.1829956825,3.1121495327,232800
19005,-121.96,38.32,12,1.1396588996,998,2749,976,4.0458,2,5.2530737705,0.1946557441,2.8165983607,130600
19018,-121.96,38.35,20,-0.5645872033,266,667,250,4.0938,2,5.66,0.1879858657,2.668,117300
19022,-121.98,38.34,13,0.4459315663,672,2022,652,4.0536,2,5.5460122699,0.185840708,3.1012269939,134800
19028,-122,38.38,16,-0.0623120857,366,1043,339,6.0704,2,7.401179941,0.1458748505,3.0766961652,173400
19036,-121.98,38.36,24,-0.0967459374,630,1538,574,2.1067,2,4.2404181185,0.2588331964,2.6794425087,101100
19052,-121.81,38.43,30,-0.4456756352,297,756,292,3.9286,2,5.7328767123,0.1774193548,2.5890410959,133100
19059,-122.42,38.27,25,0.2925861464,566,1244,483,4.5313,4,6.7950310559,0.1724558196,2.5755693582,308400
19060,-122.49,38.22,33,-0.5319898236,290,781,274,3.5647,4,5.4233576642,0.1951547779,2.8503649635,251800
19065,-122.44,38.34,25,0.2117813743,715,1262,665,1.9487,1,4.6706766917,0.2301996137,1.8977443609,233500
19071,-122.52,38.27,18,-0.1100603601,390,872,367,5.2155,1,6.553133515,0.1621621622,2.3760217984,248300
19075,-122.49,38.3,14,0.0914924522,602,1613,544,3.3571,1,5.2279411765,0.211673699,2.9650735294,193600
19076,-122.48,38.3,17,0.0267568109,550,1241,515,2.652,1,5.2485436893,0.2034776175,2.4097087379,171300
19085,-122.55,38.42,24,-0.1949971944,411,894,365,4.2891,1,6.0821917808,0.1851351351,2.4493150685,211700
19090,-122.61,38.24,25,0.1585236836,450,1335,434,4.7,1,6.8894009217,0.1505016722,3.0760368664,190100
19094,-122.61,38.25,18,0.1240898318,418,1340,421,5.2452,1,6.9239904988,0.1433962264,3.1828978622,204900
19098,-122.63,38.25,20,0.3743091546,602,1707,568,3.7115,1,6.0915492958,0.1739884393,3.0052816901,181900
19100,-122.62,38.25,33,-0.5471407184,250,677,237,4.0962,1,6.1308016878,0.1720578114,2.8565400844,170200
19104,-122.57,38.27,7,1.77370089,1028,2902,1010,5.3707,1,6.4435643564,0.1579594345,2.8732673267,250500
19110,-122.63,38.23,45,-0.1747960014,504,1076,472,3.0139,1,4.7966101695,0.222614841,2.2796610169,194100
19112,-122.64,38.23,49,-0.1582677526,463,1061,429,4.075,1,5.3613053613,0.2013043478,2.4731934732,228800
19113,-122.63,38.22,34,-0.8111335819,160,372,167,4.0417,1,5.2574850299,0.1822323462,2.2275449102,232100
19118,-122.64,38.23,52,-0.2243807479,469,1070,467,3.3011,1,4.6167023555,0.2175324675,2.2912205567,252300
19137,-122.69,38.3,30,0.5850443273,743,1693,693,3.3827,1,5.6551226551,0.1895891809,2.443001443,292100
19138,-122.73,38.34,44,-0.873114515,155,434,162,2.5819,1,4.5864197531,0.2086137281,2.6790123457,209600
19139,-122.69,38.32,16,0.5033213192,698,1938,658,4.6324,1,5.6854103343,0.186581128,2.9452887538,183600
19145,-122.7,38.33,26,-0.3478834962,381,1060,364,3.0078,1,5.1840659341,0.2019077901,2.9120879121,160400
19147,-122.7,38.33,26,-0.4869962573,295,846,295,3.375,1,5.3694915254,0.1862373737,2.8677966102,156300
19148,-122.69,38.35,12,-0.5026062701,187,685,188,7.226,1,8.2446808511,0.1206451613,3.6436170213,255300
19149,-122.69,38.34,15,0.204894604,697,1602,682,4.0071,1,4.5322580645,0.2254933678,2.348973607,135500
19155,-122.69,38.37,8,1.6883049376,1001,2969,1043,4.8233,1,6.0613614573,0.1583359696,2.8465963567,214000
19156,-122.71,38.37,16,-0.1330162613,345,1014,348,5.6018,1,6.7672413793,0.1464968153,2.9137931034,253000
19167,-122.7,38.43,28,-0.4865371393,412,1362,424,1.6685,1,3.7382075472,0.2599369085,3.2122641509,114100
19171,-122.62,38.4,10,3.2722621184,1308,3741,1242,6.5261,1,7.8679549114,0.1338518215,3.0120772947,324700
